epoch,train_loss,val_loss,val_accuracy,"# {""start_time"": ""2025-08-21 20:52:07"", ""learning_rate"": 0.001, ""batch_size"": 128, ""epochs"": 10, ""criterion"": ""CrossEntropyLoss"", ""optimizer"": ""AdamW"", ""scheduler"": ""CosineAnnealingLR"", ""model_name"": ""DinoClassifier""}"
1,0.9299580784731133,0.9058825597167015,65.4
2,0.8726230399553165,0.8903661921620369,65.6
3,0.8648352600807367,0.8837008967995643,65.24
4,0.8531100744424864,0.8810010224580764,65.7
5,0.8461419765339341,0.8799565970897675,65.72
6,0.840727345333543,0.8643940553069115,66.08
7,0.8337746994439945,0.8626850917935371,66.42
8,0.8279308739096619,0.8567842915654182,66.44
9,0.8236771486526312,0.8541303962469101,66.62
10,0.8209320768367413,0.8513057127594947,66.66
