epoch,train_loss,val_loss,val_accuracy,"# {""start_time"": ""2025-06-13 23:47:25"", ""learning_rate"": 0.001, ""batch_size"": 128, ""epochs"": 10, ""criterion"": ""CrossEntropyLoss"", ""optimizer"": ""AdamW"", ""scheduler"": ""CosineAnnealingLR"", ""model_name"": ""DinoClassifier""}"
1,0.9977978340415068,0.7292923092842102,75.54
2,0.6747880043678506,0.631032845377922,78.98
3,0.580407774656318,0.5674886181950569,80.52
4,0.5114085476758868,0.5304035134613514,82.2
5,0.4580836691135584,0.49723162204027177,83.42
6,0.41732492814230365,0.4796777755022049,83.72
7,0.3864980357330899,0.4636142455041409,84.1
8,0.3636171209604241,0.46051160991191864,84.58
9,0.3479937374938366,0.4560466431081295,84.32
10,0.33929990654767944,0.45422332286834716,84.34
