epoch,train_loss,val_loss,val_accuracy,"# {""start_time"": ""2025-06-13 19:19:04"", ""learning_rate"": 0.001, ""batch_size"": 128, ""epochs"": 10, ""criterion"": ""CrossEntropyLoss"", ""optimizer"": ""AdamW"", ""scheduler"": ""CosineAnnealingLR"", ""model_name"": ""DinoClassifier""}"
1,0.9836864497772483,0.7537739455699921,74.34
2,0.6640687048435211,0.6572848632931709,77.94
3,0.5662763104882351,0.6038599938154221,79.88
4,0.4862971571988838,0.5616353839635849,81.12
5,0.42306008948836216,0.5458603635430336,81.62
6,0.37133586728988693,0.5074316345155239,83.14
7,0.33400088572917985,0.4894849397242069,83.4
8,0.3072953794238179,0.48578920811414716,83.54
9,0.28762079567410226,0.47977408170700075,83.84
10,0.27728682579689246,0.478950809687376,83.96
